,Year,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
0,1901.0,2.175330969267145,2.5737646583097673,7.775407023144451,11.67695704057285,15.625298065534954,18.389896743447203,19.889065646395448,18.16252670501235,15.125153846153951,11.589381210478827,6.627123220422163,4.060583038869284
1,1902.0,2.306706452816119,2.927305699481872,8.437316538882833,12.01205100182154,15.99489803350329,18.037751004016034,19.435213675213642,18.235412740293967,15.33413685847593,11.753243024666437,7.902072151341833,3.1932782515991556
2,1903.0,2.6712885662431867,3.9225259763525364,9.217443019943032,11.764346742613071,15.970902629708595,17.61639914772722,19.558883687432456,18.544464876792897,15.675742760436226,11.740735641227415,6.441528475711882,2.9829164607019405
3,1904.0,2.3128664871104267,4.76069776407092,8.83502291825824,12.288944550669274,16.38906967840735,18.650015313935636,19.974182879377402,19.164659540775922,16.440582995951434,12.310530303030335,7.996257861635219,4.975503957783654
4,1905.0,2.091253263707573,3.147736059479543,9.780670122177014,12.474961154273078,16.193983829474465,18.75213162705667,19.884988864142525,18.987764304660853,16.24864341085277,11.258961661341917,8.08602062741724,5.249620707329569
5,1906.0,3.7873592109449667,3.8000605867347006,5.764603475513425,12.734560126582297,15.945309148264942,18.62078164556958,19.925471095496633,19.597779589175047,16.58483217015616,11.518344851416801,7.194228928965791,4.3455667838312815
6,1907.0,4.504612068965525,5.175519415864565,9.986893715037871,11.149632666448088,15.206292875989451,18.103666115702424,19.758069125955362,18.89148021828095,16.414111498257807,12.176881992060675,8.036035617499014,6.123825287356313
7,1908.0,3.4066627218934733,4.101056213017748,8.780552616108208,12.556186540732014,15.95118663932019,18.4007098855969,19.83876221498368,18.603089870754317,16.25904113826164,11.618204384268246,7.631514423076941,4.929713701431504
8,1909.0,3.9781026718703223,5.4219945766797135,7.9117610062893124,12.114777843601912,15.674420053396567,19.0006303895331,19.743650315979487,19.451416361416268,16.041256659354406,11.992172077922108,8.929085239085259,3.579719471947179
9,1910.0,3.213108030040442,4.38462594973698,10.930026231419419,13.107790119847976,15.591446028513237,18.44750365390228,19.977791825933465,19.0558488302339,16.642658693652212,12.66276602462903,7.260328748742055,4.37413147410357
10,1911.0,4.401803751803755,5.5059929701230255,9.01675565873479,12.141378214388903,16.998215720022927,19.38160287769782,20.341675896240126,19.483083505458776,17.126304019341138,11.962059561128573,7.253315667439548,6.020100736148774
11,1912.0,3.7151857941466644,6.226391148714606,9.001332247557018,13.293526727509812,16.707177655082756,18.582258800521462,19.854111658456468,18.840290193462305,16.318913639479078,12.79762022630837,8.932478727340008,7.154935121107244
12,1913.0,4.345189041095892,4.287622882532609,8.484779249448167,12.86055907463506,15.929437396580195,18.55028957528956,19.92373922713366,19.321651169343454,16.01824617162664,12.177915299731579,9.378100063331251,6.070559881349646
13,1914.0,4.278854625550674,4.503401324503289,8.367490134175315,12.282988204456082,15.599171473518474,18.097249411148752,19.106800853105696,18.230506875168334,15.299241169977762,12.102558537978291,8.282305764411095,4.198717664449338
14,1915.0,3.1133529884749302,5.853040827147391,6.973555143160141,13.557687434002133,15.48069364161849,18.323318373812004,19.69100531914882,18.81156942193406,16.5728480838158,12.672474935548525,8.123124623720662,5.1197702368327995
15,1916.0,4.800951979780961,5.469651755379403,8.683529741863122,12.486335963923322,16.165324929971902,17.765950390189428,19.887125950972052,18.99431327382656,15.938622222222197,12.034573810994445,8.084197773411963,5.02907621247112
16,1917.0,3.664130313199094,4.4495468618069305,8.017884669479628,11.725431131019034,14.41925801011799,18.28006473402749,20.000847072200024,18.79507549361198,15.864797994691807,11.094943545926213,8.248476755687463,4.068850798597564
17,1918.0,3.5320499679692428,7.1191383147853955,10.684090764836569,12.885702976567467,16.554757065735124,18.885783629441566,19.32860180412365,18.93730743910459,16.01588115449911,13.333407880724202,8.807070860174338,7.6674797114517474
18,1919.0,3.4970118052139645,4.448125315816063,8.110244444444499,11.967322134387343,15.356435105067957,18.620004956629476,19.569478304489493,18.443727598566248,15.891423702149897,11.555876829605118,6.746687425860044,4.004383809179598
19,1920.0,3.972650911161734,5.692093872962334,8.854012293936856,11.715205249930202,15.711474036850875,18.121344161299263,19.581167613636282,18.479004602991857,16.359883790226434,12.241431203931182,7.69052390307797,6.139181783095329
20,1921.0,4.409613420860688,5.665987384764683,10.027379743775702,12.603781695242665,16.155855834136908,19.26843382176311,20.703841269841202,19.066522817460186,16.78722039056552,12.143402813965556,7.174666482147829,4.903519607843127
21,1922.0,2.9292157387580335,5.828523847588635,9.084327964087667,12.868660526315777,16.668595890410923,19.119628164556907,19.76651262761947,19.12117759042692,16.92629032258056,12.707015570934246,8.576325467361363,6.031875896700128
22,1923.0,4.562537971582566,4.245758109127472,8.146943198804243,11.992281226626737,15.352483870967662,17.874944099378794,19.487324968632198,18.47203061224473,15.852859379076328,11.434349342634858,8.18052887364215,6.505159106296534
