,Year,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
0,1901.0,2.6901866666666714,2.9016983050847527,8.192956899432033,12.127087346396593,16.063555334658666,18.817345103264447,20.40811569688762,18.72731234866819,15.570829145728691,12.065710486322258,7.140507844756387,4.583919597989955
1,1902.0,2.727828553419482,3.2584468750000006,8.84159406858205,12.453895223420636,16.385871305418668,18.428009244992293,19.85088707140609,18.66451849489789,15.759324324324284,12.183466940733183,8.46833146277593,3.883650432407838
2,1903.0,3.129984615384613,4.314635922330091,9.590424060150433,12.170111378687551,16.213742865725397,17.752683438155078,19.67187041564787,18.704693432928647,15.968984350047842,12.143224613315473,7.068631956912029,3.746804255319147
3,1904.0,2.6265862290862354,5.064948387096768,9.238460312400433,12.591426755640319,16.552955414012683,18.729557606619938,19.9175949367088,19.17555776233031,16.56506634909831,12.533301418439748,8.375758843666816,5.3796935556556855
4,1905.0,2.4571084337349385,3.452367534456339,10.255226023213233,12.857277423275637,16.54291338582673,19.12653486266215,20.170091687041467,19.47017241379301,16.748721417069216,11.79081476554709,8.621881508079037,5.704849527085113
5,1906.0,4.374310438074636,4.380197457397879,6.385680536912785,13.17340878469414,16.349153225806397,18.991768836078798,20.22834789732379,19.85031319290451,16.927470905478224,11.967864336492909,7.866064065968921,5.098947972455999
6,1907.0,5.155887347863017,5.804848741871631,10.5619241573034,11.717830215023762,15.566485649971801,18.392352112676008,19.989017933390215,19.074871570344364,16.73932574168413,12.72321695760599,8.74123123123124,7.004515224358977
7,1908.0,4.067568193515201,4.726410453497322,9.380903061224506,13.037759590792845,16.22537915292918,18.616975622143144,20.03302289683552,18.83257627118634,16.528582529474757,12.079915989918785,8.310835336538464,5.682342406876778
8,1909.0,4.489003632589505,5.825676867219914,8.43644238205726,12.464546615581108,15.974810547874991,19.312324685332566,20.06559823514135,19.80705603788474,16.428590712742935,12.432543368774484,9.415360144057638,4.005066284485842
9,1910.0,3.648190022562056,4.789312262958293,11.372259687971827,13.505224747474697,15.873520100502438,18.741755050504935,20.29762936528162,19.392211289487207,16.985496163006047,13.121219178082173,7.8916327716444306,5.052489626556001
10,1911.0,4.9283065326633135,5.949484588175877,9.497452500000023,12.563717277486873,17.274302670623072,19.579526641883465,20.512530694061567,19.76048260096516,17.43066163063293,12.3856526429342,7.8283247422680615,6.589479729729723
11,1912.0,3.7459784112925574,6.275041254125413,9.102074745809272,13.560754044420058,16.984074883848084,18.904681143485355,20.269443059019075,19.210202531645493,16.630560505892454,13.08224229857822,9.355376175548631,7.5711271249076155
12,1913.0,4.668261280415801,4.654939300166638,8.901100047415849,13.275680906301602,16.32966824644545,18.959992880873173,20.335697869284093,19.755973365617365,16.42913656605632,12.686235926305011,10.006337225088267,6.7210482582294695
13,1914.0,4.868414276033416,4.878701120512317,8.807193181818187,12.655397508493614,15.92742249377669,18.44877943840561,19.512881433823356,18.667649930264833,15.785098224851914,12.651427170181421,8.966449784017334,4.705577841451757
14,1915.0,3.5346628175519594,6.282824549395399,7.448191755864296,13.976316268486926,15.80530653950947,18.66230276697919,20.051609195402232,19.21379334419362,16.964647352172832,13.070390471512743,8.696882780083028,5.799984529702973
15,1916.0,5.144880836575862,5.87319668130798,9.138625271804793,12.844102377486614,16.394188570050613,18.129263435700512,20.394388052452534,19.43810370370364,16.402647730154644,12.469652540142128,8.55530891808786,5.504492226265305
16,1917.0,4.048952904613922,4.952214182344463,8.520890804597737,12.13023361144217,14.748470193919056,18.694251021880156,20.4210377588306,19.17480455220185,16.27487798742129,11.656691906005234,8.904738028169035,4.844211229946523
17,1918.0,3.694209823812066,7.331571729957805,11.049976328248297,13.144007352941161,16.927344244984127,19.377406622516574,19.827899838449103,19.529252054794487,16.45679255918824,13.754468768242818,9.346674984404272,8.174502793296096
